0.00, -0.45636175
0.10, -3.35851998
0.20, 0.82685299
0.30, -2.87009703
0.40, -0.72494424
0.50, -1.36294242
0.60, 2.07215241
0.70, -3.22194836
0.80, 0.82677720
0.90, -1.93300335
1.00, 1.34274656
1.10, -1.58179609
1.20, 1.95484388
1.30, 0.75570221
1.40, 2.41945702
1.50, 0.27746500
1.60, 3.84748104
1.70, -0.10398381
1.80, 4.79391160
1.90, 1.58542352
2.00, 3.91798289
2.10, 1.54054011
2.20, 6.54342035
2.30, 2.34289223
2.40, 5.04133922
2.50, 3.45757069
2.60, 8.43115163
2.70, 4.81547424
2.80, 8.85426345
2.90, 6.03613402
3.00, 9.75791886
3.10, 6.25341170
3.20, 8.42384186
3.30, 5.39664711
3.40, 10.42980848
3.50, 6.33472196
3.60, 9.39997784
3.70, 7.71311351
3.80, 9.75612378
3.90, 6.87852633
4.00, 10.22409577
4.10, 7.63044855
4.20, 12.00155457
4.30, 9.91354927
4.40, 11.97433675
4.50, 9.19455138
4.60, 13.12475918
4.70, 10.05633156
4.80, 12.87348012
4.90, 9.62631447
5.00, 14.85149207
5.10, 12.80921450
5.20, 14.02086230
5.30, 11.42658218
5.40, 16.16124147
5.50, 12.63153442
5.60, 17.57638465
5.70, 13.05351656
5.80, 16.07133323
5.90, 13.55501405
6.00, 18.84769126
6.10, 16.23472951
6.20, 16.76797479
6.30, 16.93705188
6.40, 19.56763667
6.50, 14.74846949
6.60, 19.71115895
6.70, 15.61961159
6.80, 19.34588161
6.90, 17.38278391
7.00, 20.32196663
7.10, 17.22056610
7.20, 21.22066706
7.30, 18.63355556
7.40, 23.61903426
7.50, 20.02766922
7.60, 21.49763711
7.70, 18.75894081
7.80, 22.58001777
7.90, 21.63452710
8.00, 24.32942221
8.10, 21.36727476
8.20, 25.44179280
8.30, 20.22714104
8.40, 25.25826532
8.50, 22.81551442
8.60, 26.38458057
8.70, 24.14409192
8.80, 27.37164916
8.90, 25.21037479
9.00, 25.70016544
9.10, 25.43499165
9.20, 27.39023929
9.30, 25.65590154
9.40, 29.72397715
9.50, 25.77392314
9.60, 28.17186183
9.70, 26.20218371
9.80, 31.11681436
9.90, 28.35427054
